filename,restaurant_title,geography_city,state,year,menuType,rest,tags
3886830.jpg,"Dinner at California Building, Panama Pacific International Exposition",San%20Francisco%2C%20CA,California,1915,0,,
3901803.jpg,Dinner By Mr And Mrs Hugo Reisinger Of Nyc,,n%2Fa,1910,0,,
3901805.jpg,Royal Hotel White Horse Rangoon Whiskey Menu,Rangoon,n%2Fa,1910,0,,
3901807.jpg,Dinner At The Sudan Club Menu,,n%2Fa,1910,2,,
3901809.jpg,"U.S.M.S. Philadelphia, Third Class Menu",,n%2Fa,1910,1,,
3901813.jpg,Tea Menu at U.S.M.S. Philadelphia,,n%2Fa,1910,1,,
3901818.jpg,Lunch At Rowdy Home For Theodore Roosevelt,,n%2Fa,1910,2,,
3902034.jpg,Lunch ˆ La Carte at Norddeutscher Lloyd Bremen,Bremen%2C%20Germany,n%2Fa,1910,1,,
3902035.jpg,Breakfast Menu at Red Star Line,New%20York%2C%20NY,New%20York,1910,1,,
3902246.jpg,Daily Lunch Menu on SS Prinz Friedrich Wilhelm,Norddeutscher%20Lloyd%20Bremen,n%2Fa,1910,1,,
3902707.jpg,DAILY MENU - DINNER ON BOARD SS PRINZ FRIEDRICH WILHELM,,n%2Fa,1910,1,,
3902712.jpg,SUPPER MENU ON BOARD SS PRINZ FRIEDRICH WILHELM,Antwerpen,n%2Fa,1910,1,,
3902718.jpg,Third Class Menu,,n%2Fa,1910,1,,
3903260.jpg,Twenty Third Annual Dinner Of The New York Florist's Club At The Fifth Avenue Restaurant,New%20York%2C%20NY,New%20York,1910,2,,
3903281.jpg,Luncheon Given By The Irish Fellowship Club To William Howard Taft,,n%2Fa,1910,2,,
3903285.jpg,Breakfast Menu at Norddeutscher Lloyd Bremen,,n%2Fa,1910,1,,
3903290.jpg,Dinner aboard Barbarossa,Bremen,n%2Fa,1910,1,,
3903292.jpg,Noonday Meal at Hotel Chamberlin,,n%2Fa,1910,0,,
3903295.jpg,Hotel Astor Dinner Menu,New%20York%2C%20NY,New%20York,1910,0,,
3903300.jpg,Daily Menu And Rates,,n%2Fa,1910,0,,
3903304.jpg,Congress Hotel Dinner Menu,Chicago%2C%20IL,Illinois,1910,0,,
3903308.jpg,Dinner at The Rochester Chamber Of Commerce Convention Hall,Rochester%2C%20New%20York,New%20York,1910,0,,
3903314.jpg,Dinner ˆ La Carte at Norddeutscher Lloyd Bremen,Bremen%2C%20Germany,n%2Fa,1910,1,,
3903345.jpg,U.S.M.S. Philadelphia Luncheon Menu,Philadelphia%2C%20PA,Pennsylvania,1910,1,,
3903347.jpg,U.S.M.S. Philadelphia Menu,,n%2Fa,1910,1,,
3903349.jpg,Breakfast Menu at U.S.M.S. Philadelphia,,n%2Fa,1910,1,,
3903351.jpg,U.S.M.S. Philadelphia Tea Menu,,n%2Fa,1910,1,,
3903353.jpg,U.S.M.S. Philadelphia Dinner Menu,,n%2Fa,1910,1,,
3903358.jpg,"Supper Menu on S. S. Vaderland, March 18th, 1910",,n%2Fa,1910,1,,
3903360.jpg,"Dinner Menu, S.S. Vaderland, March 18th, 1910",,n%2Fa,1910,1,,
3903364.jpg,"Luncheon Menu, S. S. Vaderland, March 18th, 1910",,n%2Fa,1910,1,,
3903372.jpg,"Dinner Menu, S. S. Vaderland, March 18th, 1910",,n%2Fa,1910,1,,
3903416.jpg,Dinner Menu Aboard George Washington by Norddeutscher Lloyd Bremen,,n%2Fa,1910,0,,
3903420.jpg,Hotel Des Indes Menu,Batavia,n%2Fa,1910,0,,
3903421.jpg,U.S. CUSTOMS INSPECTORS OF THE PORT OF NEW YORK ANNUAL BANQUET MENU,New%20York%2C%20NY,New%20York,1910,2,,
3903426.jpg,Annual Banquet Menu,New%20York%2C%20NY,New%20York,1910,2,,
3903432.jpg,The Yates Hotel Menu,Syracuse%2C%20NY,New%20York,1910,0,,
3903439.jpg,Hotel Astor Menu,,n%2Fa,1910,0,,
3903440.jpg,"Third Class Bill Of Fare: Dinner, Tea",,n%2Fa,1910,1,,
3903442.jpg,Luncheon Menu at U.S.M.S. St. Louis,,n%2Fa,1910,1,,
3903446.jpg,U.S.M.S. St. Louis Tea Menu,St.%20Louis%2C%20Tea,Missouri,1910,1,,
3903448.jpg,U.S.M.S. St. Louis Dinner Menu,,n%2Fa,1910,1,,
3903456.jpg,Souper Sic Event Menu,Bremen%2C%20Germany,n%2Fa,1910,2,,
3903517.jpg,"Dinner Menu, S.S. Vaderland, March 19th, 1910",,n%2Fa,1910,1,,
3903519.jpg,"Breakfast Menu on S. S. Vaderland, March 19th, 1910",,n%2Fa,1910,1,,
3903716.jpg,"Supper Menu on S.S. Vaderland, March 19th, 1910",,n%2Fa,1910,1,,
3903721.jpg,Grand Hotel Kristiania Menu,Kristiania,n%2Fa,1910,0,,
3903725.jpg,Tenth Annual Banquet Menu,Glens%20Falls%2C%20New%20York,New%20York,1910,2,,
3903737.jpg,Breakfast By U.S.M.S. St Louis,St.%20Louis%2C%20MO,Missouri,1910,1,,
3903741.jpg,U.S.M.S. St Louis. Third Class Bill Of Fare,,n%2Fa,1910,1,,
3903745.jpg,Tea Menu at Norddetscher Lloyd Bremen,Bremen,n%2Fa,1910,1,,
3903761.jpg,26th Anniversary Celebration Menu,,n%2Fa,1910,2,,
3903765.jpg,Theatre Supper Of New York State Association Of Master Plumbers,,n%2Fa,1910,2,,
3903766.jpg,Buffet Froid for Diplomatic and Government Representatives,,n%2Fa,1910,2,,
3903770.jpg,Annual Dinner Menu,,n%2Fa,1910,2,,
3903820.jpg,Lunch and Dinner Menu on S.S. 'Kronprinzessin Cecilie',,n%2Fa,1910,1,,
3903861.jpg,Breakfast Menu on U.S.M.S. St. Louis,St.%20Louis%2C%20Missouri,Missouri,1910,1,,
3903895.jpg,Freshman Dinner Menu at New American House,Boston%2C%20MA,Massachusetts,1910,0,,
3904003.jpg,Fourth Annual Dinner Menu,,n%2Fa,1910,2,,
3904558.jpg,Luncheon Menu at Red Star Line,Antwerpen%2C%20Belgium,n%2Fa,1910,1,,
3904577.jpg,Testimonial Dinner Menu,,n%2Fa,1910,2,,
3904594.jpg,Complimentary Banquet at Mount Nelson Hotel,Cape%20Town%2C%20S.A.,n%2Fa,1910,0,,
3904598.jpg,Founders' Day Banquet Menu,,n%2Fa,1910,2,,
3904603.jpg,Fifth Annual Dinner Menu,New%20York%2C%20NY,New%20York,1910,2,,
3904645.jpg,Supper Menu at Red Star Line,Antwerpen%2C%20Belgium,n%2Fa,1910,1,,
3904649.jpg,"Dinner Menu, S.S. Vaderland",,n%2Fa,1910,1,,
3904686.jpg,Menu at Cafe De L'opera,,n%2Fa,1910,0,,
3904712.jpg,Breakfast Menu on S.S. Vaderland,,n%2Fa,1910,1,,
3904737.jpg,Annual Dinner Of The New York University Alumni Association at Waldorf Astoria,New%20York%2C%20NY,New%20York,1910,2,waldorf,
3904739.jpg,Testimonial Dinner Menu at Little Hungary,,n%2Fa,1910,2,,
3904766.jpg,Dinner Menu at Algonquin Club,Boston%2C%20MA,Massachusetts,1910,2,,
3904768.jpg,Luncheon Menu at The New Charleston Hotel,Charleston%2C%20S.C.,South%20Carolina,1910,0,,
3904774.jpg,Dinner at The New Charleston Hotel,Charleston%2C%20S.C.,South%20Carolina,1910,0,,
3904788.jpg,Breakfast Menu at Red Star Line S.S. Vaderland,,n%2Fa,1910,1,,
3904844.jpg,Palace Hotel Menu,,n%2Fa,1910,0,,
3905008.jpg,NYU Law Alumni Banquet Menu,New%20York%2C%20NY,New%20York,1910,2,,
4000000018.jpg,Daily Menu,Toronto%2C%20CANADA,n%2Fa,1856,0,,
4000000025.jpg,Daily Menu at Parker House,Boston%2C%20MA,Massachusetts,1858,0,,
4000000045.jpg,Daily Dinner Menu,Boston%2C%20MA,Massachusetts,1862,0,,
4000000049.jpg,Dinner Menu at Willards Hotel,Washington%2C%20D.C.,Washington%2C%20D.C.,1864,0,,
4000000052.jpg,80th Anniversary Dinner at Delmonico's,New%20York%2C%20NY,New%20York,1864,2,delmonicos,
4000000055.jpg,Complimentary Banquet at Revere House and Parker House,Boston%2C%20MA,Massachusetts,1865,2,,
4000000062.jpg,Dinner at Faneuil Hall,Boston%2C%20MA,Massachusetts,1865,0,,
4000000065.jpg,Daily Menu at Revere House,Boston%2C%20MA,Massachusetts,1865,0,,
4000000068.jpg,Dinner Menu at Manhattan Club,New%20York%2C%20NY,New%20York,1866,0,,
4000000073.jpg,Daily Dinner Menu,,n%2Fa,1866,0,,
4000000076.jpg,Daily Dinner Menu,Franconia%20Mts%2C%20New%20Hampshire,New%20Hampshire,1866,0,,
4000000078.jpg,Daily Dinner Menu,Long%20Branch%2C%20NJ,New%20Jersey,1866,0,,
4000000082.jpg,Daily Breakfast & Dinner Menu,North%20Conway%2C%20NH,New%20Hampshire,1873,0,,
4000000093.jpg,Breakfast Menu at Kiarsarge House,,n%2Fa,1880,0,,
4000000100.jpg,Breakfast Menu at Oakland Beach Hotel,Warwick%2C%20RI,Rhode%20Island,1880,0,,
4000000103.jpg,Dinner at The Wentworth,Newcastle%2C%20NH,New%20Hampshire,1880,0,,
4000000106.jpg,94th Anniversary Celebration Menu at Delmonico's,New%20York%2C%20NY,New%20York,1880,2,,
4000000109.jpg,Dinner at Stanwix Hall,Albany%2C%20NY,New%20York,1880,0,,
4000000115.jpg,Dinner Menu at Thousand Island House,Alexandra%20Bay%2C%20NY,New%20York,1880,0,,
4000000121.jpg,The Continental Lunch and Dinner Menu,Philadelphia%2C%20PA,Pennsylvania,1880,0,,
4000000127.jpg,Dinner Menu at Falmouth Hotel,Portland%2C%20ME,Maine,1880,0,,
4000000140.jpg,Dinner for the Hon. S. W. Dorsey at Delmonico's,New%20York%2C%20NY,New%20York,1881,0,delmonicos,
4000000149.jpg,Dinner Menu at United States Hotel,Saratoga%20Springs%2C%20NY,New%20York,1881,0,,
4000000153.jpg,Hubel's Restaurant & Hotel Menu,Brooklyn%2C%20NY,New%20York,1881,0,,
4000000154.jpg,Dinner Menu at Clinton Hotel,Kokomo%2C%20IN,Indiana,1881,0,,
4000000155.jpg,Dinner Menu,Hartford%2C%20CT,Connecticut,1881,0,,
4000000158.jpg,Dinner Menu at Grand Union Hotel,Saratoga%20Springs%2C%20NY,New%20York,1881,0,,
4000000161.jpg,DINNER MENU,London%2C%20ENGLAND,n%2Fa,1881,0,,
4000000173.jpg,Dinner Menu at Glen House,Glen%20House%2C%20New%20Hampshire,New%20Hampshire,1881,0,,
4000000174.jpg,Dinner at The Hygeia Hotel,Old%20Point%20Comfort%2C%20VA,Virginia,1881,0,,
4000000177.jpg,Dinner Menu at Hubel's Restaurant And Hotel,Brooklyn%2C%20NY,New%20York,1881,0,,
4000000179.jpg,Annual Dinner Menu by New England Society in the City of New York,,n%2Fa,1881,2,,
4000000183.jpg,DINNER at The Brunswick,Boston%2C%20MA,Massachusetts,1881,0,,
4000000185.jpg,Breakfast Menu at Sanford House,Sanford%2C%20FL,Florida,1881,0,,
4000000187.jpg,Dinner at Fifth Avenue Hotel,New%20York%2C%20NY,New%20York,1881,0,,
4000000189.jpg,Lake View House Dinner Menu,Ausable%20Chasm%2C%20NY,New%20York,1881,0,,
4000000195.jpg,Breakfast at Ocean House,Newport%2C%20RI,Rhode%20Island,1881,0,,
4000000196.jpg,Profile House Dinner Menu,Franconia%20Notch%2C%20NH,New%20Hampshire,1881,0,,
4000000204.jpg,Dinner Menu at Oakland Beach Hotel,Oakland%2C%20California,California,1881,0,,
4000000210.jpg,Complimentary Banquet for Montgomery Guards,Portland%2C%20MA,Maine,1881,2,,
4000000213.jpg,Dinner at Clifton House,Niagara%20Falls%2C%20NY,New%20York,1881,0,,
4000000219.jpg,Lincoln's Birthday Dinner at Delmonico's,,n%2Fa,1881,0,delmonicos,
4000000227.jpg,113th Anniversary Dinner Menu,New%20York%2C%20NY,New%20York,1881,2,,
4000000242.jpg,THANKSGIVING DAY MENU & PROGRAM,,n%2Fa,1881,2,,
4000000245.jpg,Putnam House Dinner Menu,Palatka%2C%20FL,Florida,1882,0,,
4000000250.jpg,Dinner Menu at The Arlington,,n%2Fa,1882,0,,
4000000257.jpg,112th Anniversary Celebration Menu,New%20York%2C%20NY,New%20York,1882,2,,
4000000260.jpg,Dinner Menu at Exchange Hotel And Ballard House,Richmond%2C%20VA,Virginia,1882,0,,
4000000263.jpg,Dinner Menu on Cunard Steamship Company Ltd.,,n%2Fa,1882,1,,
4000000305.jpg,NINETEENTH ANNIVERSARY DINNER,London%2C%20England,n%2Fa,1882,2,,
4000000316.jpg,Dinner in Honor of Gen. H.G. Gibson at Martinelli's,New%20York%2C%20NY,New%20York,1882,0,,
4000000317.jpg,Dinner Menu at Crawford House,White%20Mountains%2C%20NH,New%20Hampshire,1882,0,,
4000000320.jpg,98th Anniversary Dinner at Delmonico's,New%20York%2C%20NY,New%20York,1882,2,delmonicos,
4000000323.jpg,Dinner at Cordon Club Banquet,London%2C%20England,n%2Fa,1882,2,,
4000000328.jpg,100th Anniversary Celebration Menu,Boston%2C%20MA,Massachusetts,1882,2,,
4000000331.jpg,Dinner at Windsor Hotel,Jacksonville%2C%20FL,Florida,1882,0,,
4000000335.jpg,Daily Menu at Jas. II. Breslin & Bro's. Hotels,Brighton%20Beach%2C%20C.I.%2C%20New%20York,New%20York,1882,0,,
4000000341.jpg,Sixth Reunion Menu,Magdeburg%2C%20GERMANY,n%2Fa,1882,2,,
4000000343.jpg,Dinner at Albermarle Hotel,New%20York%2C%20NY,New%20York,1882,0,,
4000000347.jpg,Dinner Menu at Colonnade Hotel,Philadelphia%2C%20PA,Pennsylvania,1882,0,,
4000000357.jpg,Twentieth Anniversary Celebration Menu,New%20York%2C%20NY,New%20York,1883,2,,
4000000387.jpg,Raymond Excursion Party Dinner,Chicago%2C%20IL,Illinois,1883,2,,
4000000393.jpg,SUPPER at LAUREL HOUSE,LAKEWOOD%2C%20NJ,New%20Jersey,1883,2,,
4000000398.jpg,"Dinner for Boston Commandery, Knights Templar, and Ladies",Las%20Vegas%2C%20NM,New%20Mexico,1883,2,,
4000000409.jpg,Daily Dinner Menu at Poland Spring House,South%20Poland%2C%20ME,Maine,1883,0,,
4000000416.jpg,Mail Steamship Company Dinner Menu,Santiago%2C%20Cuba,n%2Fa,1883,1,,
4000000424.jpg,Banquet Menu at Calumet Club,Chicago%2C%20ILL.,Illinois,1883,2,,
4000000447.jpg,115th Anniversary Celebration Menu,New%20York%2C%20NY,New%20York,1883,2,delmonicos,
4000000449.jpg,Banquet on Completion of Northern Pacific Railroad at Hotel Lafayette,Saint%20Paul%2C%20MN,Minnesota,1883,2,,
4000000452.jpg,Daily Menu at Norddeutscher Lloyd Bremen Amerika,,n%2Fa,1884,1,,
4000000454.jpg,Porcellian Club Menu,Cambridge%2C%20MA,Massachusetts,1884,2,,
4000000462.jpg,Hygeia Hotel Dinner Menu,Old%20Point%20Comfort%2C%20VA,Virginia,1884,0,,
4000000467.jpg,116th Annual Banquet Menu,New%20York%2C%20NY,New%20York,1884,2,delmonicos,
4000000470.jpg,Banquet for Tercentenary Celebration,Edinburgh%2C%20Scotland,n%2Fa,1884,0,,
4000000474.jpg,Dinner to Hon. James G. Blaine at Delmonico's,New%20York%2C%20NY,New%20York,1884,0,delmonicos,
4000000476.jpg,Day's Dinner at The Oceanic,NH,New%20Hampshire,1884,1,,
4000000483.jpg,Mr. John E. Cowdin's Menu at Delmonico,New%20York%2C%20NY,New%20York,1884,2,delmonicos,
4000000485.jpg,Pennsylvania RR Dinner Menu,,n%2Fa,1884,1,,
4000000489.jpg,Executive Committee Dinner at Delmonicos NY,New%20York%2C%20NY,New%20York,1884,2,delmonicos,
4000000491.jpg,DINNER at YOUNGS HOTEL,Boston%2C%20MA,Massachusetts,1884,0,,
4000000495.jpg,Daily Dinner at Everett House,Union%20Square%2C%20NY,New%20York,1884,0,,
4000000502.jpg,Anniversary Celebration Menu,New%20York%2C%20NY,New%20York,1884,2,,
4000000505.jpg,115th Anniversary Menu,New%20York%2C%20NY,New%20York,1885,2,,
4000000508.jpg,SECOND ANNUAL DANCE at BURNET HOUSE,Cincinnati%2C%20OH,Ohio,1885,2,,
4000000520.jpg,First Annual Dinner Menu at Clark's,,n%2Fa,1885,2,,
4000000526.jpg,Forefathers' Dinner - Commemoration of the Pilgrim's Statue Unveiling,New%20York%2C%20NY,New%20York,1885,0,,
4000000533.jpg,Daily Dinner at Sherman House,Chicago%2C%20IL,Illinois,1885,0,,
4000000542.jpg,Breakfast Menu at Hotel Brunswick,New%20York%2C%20NY,New%20York,1885,0,,
4000000553.jpg,10th Anniversary Celebration Menu,,n%2Fa,1885,2,,
4000000555.jpg,Dinner honoring Gov. David B. Hill at Delmonico's NY,New%20York%2C%20NY,New%20York,1886,0,delmonicos,
4000000561.jpg,Anniversary Dinner Menu,New%20York%2C%20NY,New%20York,1886,2,,
4000000566.jpg,Sixth Annual Banquet at Delmonicos,New%20York%2C%20NY,New%20York,1891,2,delmonicos,
4000000574.jpg,Bill of Fare on Steamship Colon,Colon%2C%20NEW%20YORK,New%20York,1886,1,,
4000000577.jpg,Banquet in Honor of Count Ferdinand de Lesseps,Panama%20City%2C%20PANAMA,n%2Fa,1886,0,,
4000000580.jpg,St. David's Benevolent Society Annual Dinner Menu,New%20York%2C%20NY,New%20York,1886,2,,
4000000583.jpg,Dinner to Captain Robert C. Halpin on the Occasion of the Presentation of His Portrait,London%2C%20England,n%2Fa,1886,2,,
4000000585.jpg,Dinner to Count Ferdinand de Lesseps on Steamer 'Washington',,n%2Fa,1886,2,,
4000000586.jpg,Dinner on Paquebot Washington for Private Party of Ferdinand de Lesseps,,n%2Fa,1886,2,,
4000000587.jpg,Dinner Menu on Paquebot Washington for Cruise of Ferdinand de Lesseps and Party,,n%2Fa,1886,2,,
4000000590.jpg,Banquet for L. Pasteur at The Stanley Club,Paris%2C,n%2Fa,1886,2,,
4000000594.jpg,Ohio Society of New York Annual Banquet at Delmonico's,New%20York%2C%20NY,New%20York,1886,2,delmonicos,
4000000598.jpg,The Harvard Advocate Annual Dinner,Boston%2C%20MA,Massachusetts,1886,2,,
4000000603.jpg,Christian Helena Dinner Menu,Christian%20Helena,n%2Fa,1886,0,,
4000000605.jpg,Lunch Menu during Musical Society Excursion,Magdeburg,n%2Fa,1886,2,,
4000000607.jpg,Twilight Club 107th Dinner,Coney%20Island%2C%20NY,New%20York,1886,2,,
4000000611.jpg,Complimentary Banquet at Delmonico's,New%20York%2C%20NY,New%20York,1886,0,delmonicos,
4000000615.jpg,Daily Menu at Langham Hotel,London%2C%20ENGLAND,n%2Fa,1886,0,,
4000000622.jpg,Luncheon Menu at ? Hotel,Chicago%2C%20IL,Illinois,1887,0,,
4000000627.jpg,Anniversary Dinner at Marine Society Of New York,,n%2Fa,1887,2,,
4000000637.jpg,78th Anniversary of Lincoln's Birthday at Delmonico's,New%20York%2C%20NY,New%20York,1887,2,delmonicos,
4000000646.jpg,Law Club Dinner Menu,,n%2Fa,1887,2,,
4000000650.jpg,FOURTH ANNUAL DINNER,CINCINNATI%2C%20OH,Ohio,1887,2,,
4000000665.jpg,First Annual Dinner at Delmonico's,New%20York%2C%20NY,New%20York,1887,2,delmonicos,
4000000672.jpg,Jubilee Fete Menu at Booksellers' Institution,,n%2Fa,1887,2,,
4000000674.jpg,Banquet in Honor of Visiting American Brethren at Anglo-American Lodge,London%2C%20ENG,n%2Fa,1887,2,,
4000000685.jpg,Dinner for Hon John A Kasson at Citizens Of Philadelphia,Philadelphia%2C%20PA,Pennsylvania,1887,0,,
4000000689.jpg,Sunday Dinner at Parker House,Boston%2C%20MA,Massachusetts,1887,0,,
4000000696.jpg,Annual Dinner Menu at Delmonico's,New%20York%2C%20NY,New%20York,1887,2,delmonicos,
4000000702.jpg,SEVENTH ANNUAL FESTIVAL Menu,Philadelphia%2C%20PA,Pennsylvania,1887,2,,
4000000705.jpg,Annual Banquet Menu at Hotel Vendome,Boston%2C%20MA,Massachusetts,1887,2,,
4000000708.jpg,Banquet Menu at Harlem Democratic Club,New%20York%2C%20NY,New%20York,1887,0,,
4000000711.jpg,Annual Dinner at Hotel Brunswick,New%20York%2C%20NY,New%20York,1887,0,,
4000000713.jpg,Annual Dinner Menu at Rossin House,Toronto%2C%20Canada,n%2Fa,1887,2,,
4000000746.jpg,Annual Dinner of Association of Alumni at Delmonico's,New%20York%2C%20NY,New%20York,1888,2,delmonicos,
4000000749.jpg,2nd Annual Banquet Menu,New%20Orleans%2C%20LA,Louisiana,1888,0,,
4000000751.jpg,Twenty-Fifth Anniversary Menu,New%20York%2C%20NY,New%20York,1888,0,,
4000000760.jpg,"Banquet Dedicated to John A. Cockerill, President at Delmonico's",New%20York%2C%20NY,New%20York,1888,0,delmonicos,
4000000766.jpg,THE LAMBS DINNER,,n%2Fa,1888,2,,
4000000769.jpg,Annual Dinner at Princeton Club Of New York,New%20York%2C%20NY,New%20York,1888,2,,
4000000771.jpg,Liberal Union Club Dinner at Young's Hotel,Boston%2C%20MA,Massachusetts,1888,2,,
4000000777.jpg,Centennial Celebration Menu at Delmonico's,New%20York%2C%20NY,New%20York,1888,2,delmonicos,
4000000780.jpg,SIXTH ANNUAL REUNION AND BANQUET,Boston%2C%20MA,Massachusetts,1888,2,,
4000000811.jpg,Farewell Reception Menu at Victoria Hotel,New%20York%2C%20NY,New%20York,1888,2,,
4000000816.jpg,LARCHMONT YACHT CLUB - STEAMER ALBERTINA,Larchmont%2C%20New%20York,New%20York,1888,1,,
4000000820.jpg,Fourth of July Dinner at Bass Rock Hotel,Gloucester%2C%20MA,Massachusetts,1888,2,,
4000000823.jpg,Dinner at The Bass Rock,Gloucester%2C%20MA,Massachusetts,1888,0,,
4000000832.jpg,Pullman Dining Car Continental Dinner,,n%2Fa,1888,1,,
4000000842.jpg,19NTH REUNION DINNER at GRAND PACIFIC HOTEL,Chicago%2C%20IL,Illinois,1888,2,,
4000000863.jpg,120th Annual Banquet Menu at Delmonico's,New%20York%2C%20NY,New%20York,1888,2,delmonicos,
4000000872.jpg,Dinner hosted by the Minister of Austria,Washington%2C%20DC,Washington%2C%20D.C.,1888,2,,
4000000878.jpg,Celebration Banquet at Christ's College,Cambridge%2C%20England,n%2Fa,1888,2,,
4000000909.jpg,Celebration of Opening Menu,Melbourne%2C%20Australia,n%2Fa,1888,2,,
4000000916.jpg,Dinner to Hon. William Rumsey at Union League Club,New%20York%2C%20NY,New%20York,1888,0,,
4000000924.jpg,Opening of Egyptian Hall - Complimentary/Testimonial Menu,Philadelphia%2C%20PA,Pennsylvania,1889,0,,
4000000928.jpg,Fourth Annual Dinner at Hotel Brunswick,New%20York%2C%20NY,New%20York,1889,0,,
4000000935.jpg,Dinner Celebration for Professor Lovering's 50 Years of Service,HOTEL%20VENDOME%2C%20MASS,n%2Fa,1889,2,,
4000000940.jpg,Football Dinner at Strafford Arms Hotel,Wakefield%2C%20England,n%2Fa,1889,0,,
4000000942.jpg,Banquet Menu at Hotel Rennert,Baltimore%2C%20Maryland,Maryland,1889,0,,
4000000944.jpg,Annual Dinner to Employees at Mr. J.P. Smith,New%20York%2C%20NY,New%20York,1889,0,,
4000000947.jpg,Fidelio Club Menu,New%20York%2C%20NY,New%20York,1889,0,,
4000000956.jpg,Menu from THE PATRIARCHS event at DELMONICOS,New%20York%2C%20NY,New%20York,1889,2,delmonicos,
4000000961.jpg,Annual Dinner at North River Steamboat Co.,Nyack%2C%20NY,New%20York,1889,2,,
4000000965.jpg,Dinner for Delegates at Merchant Tailor's National Exchange Convention,New%20York%2C%20NY,New%20York,1889,0,,
